"algorithmName","terrainType","randomSeed","boardSize","numObjects","collectedDamon","returnedHome","objectsCollected","stepsTaken","runtime","estimationNoise","startingBattery","usedBattery"
"Genetic","Pure Random",-315613971625606569,48,5,true,true,4,249,21588066400,0.6,57.6,56.110896764718696,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-315613971625606569,48,5,true,true,4,217,191000,0.6,57.6,38.37850185576764
"Ants","Pure Random",-315613971625606569,48,5,true,false,3,267,22865701000,0.6,57.6,57.57216558983776,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-5256139716447555714,48,5,true,false,0,132,11088045400,0.6,28.8,28.59107066408026,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-5256139716447555714,48,5,false,false,0,172,104400,0.6,28.8,28.722997757811356
"Ants","Pure Random",-5256139716447555714,48,5,true,false,0,138,10554324500,0.6,28.8,28.645026673124143,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",1231030216768684019,48,5,true,true,0,53,8049427900,0.6,14.4,12.58252799085528,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",1231030216768684019,48,5,false,false,0,150,75400,0.6,14.4,14.337106225033098
"Ants","Pure Random",1231030216768684019,48,5,true,false,1,67,6558835500,0.6,14.4,14.116737939437778,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-4721042459970561826,48,3,true,true,3,151,8050802900,0.0,230.4,30.052778298402956,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-4721042459970561826,48,3,true,true,3,199,158100,0.0,230.4,42.61376098886606
"Ants","Pure Random",-4721042459970561826,48,3,true,true,3,621,78346127800,0.0,230.4,105.9235129063864,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",1233791857636406630,48,3,true,true,3,181,19776780900,0.0,115.2,33.07102302184863,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",1233791857636406630,48,3,true,true,1,465,423700,0.0,115.2,92.33319582661672
"Ants","Pure Random",1233791857636406630,48,3,true,true,3,653,66917635300,0.0,115.2,104.47647919234164,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-8638038360027740522,48,3,true,true,3,147,13239726600,0.0,57.6,31.845094391472852,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-8638038360027740522,48,3,true,true,0,215,179000,0.0,57.6,37.964490086924386
"Ants","Pure Random",-8638038360027740522,48,3,true,false,1,363,33044051800,0.0,57.6,57.5891134962615,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-7607610648680247189,48,3,true,true,3,97,5756717700,0.0,28.8,20.784436771259166,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-7607610648680247189,48,3,true,true,0,25,21900,0.0,28.8,5.844799324736233
"Ants","Pure Random",-7607610648680247189,48,3,true,false,1,185,14839529400,0.0,28.8,28.772912437007264,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-1712037717392913137,48,3,true,true,1,81,5067062400,0.0,14.4,13.131576717143407,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
